# commit tracker | repo https://github.com/UZDoom/UZDoom | commit URL = <repo>/commit/<sha> | status = pending|ported|adapted|skip | ours = OUR commit(s), '/' if pending/skip, 'zandronum-base' if base-inherited
sha	date	title	status	note	ours
5502421901c6e25d186ae5dc4a81b5d3554c1a84	2017-06-01T20:21:15Z	- fixed: Using pure software drawers (vid_hw2d==false) drawing stencils on the screen resulted in black stencils - this fixes crosshairs being drawn black	pending		/
813b321c45b5d52680bbe91e5e7fa796745da240	2017-06-02T05:10:45Z	- Added 'canonical transparency' cvar r_canontrans - this simply turns off transparency for Doom objects that were marked as transparent sometime in ZDoom's development cycle	pending		/
45d7401885cd0f46d7309ee46c9a66ad4c343005	2017-06-02T05:10:46Z	- fixed: forgot to assign +ZDOOMTRANS to rockets	pending		/
aa93990d3b221ce6798259c2c8a144ffc6a89a57	2017-06-02T05:10:46Z	- Changed MF7_SPRITEFLIP, MF8_ZDOOMTRANS to RenderFlags - Added RF_ZDOOMADD - renamed r_canontrans to r_vanillatrans - this developer's insanity level has increased by 231%.	pending		/
b4dea12a4f611052d2f5305f22be4082635b09de	2017-06-02T05:10:46Z	- Added +ZDOOMADD to all Heretic, Hexen, and Strife actors that needed it (that I know of...) - this developer's insanity level increased another 21%	pending		/
bf12d38afdd8902459ce8e5a08d62c0592a0d223	2017-06-02T05:10:46Z	- removed ZDOOMADD and updated actors in question with ZDOOMTRANS	pending		/
7d7b1b3b97fadaf24603e6d47180bad8e4880fd7	2017-06-02T05:10:46Z	- fixed: missed the golden wand puff for the +ZDOOMTRANS flag	pending		/
723319cc6b56f7a117e1575b14080a1b91c7cd79	2017-06-02T05:10:47Z	Merge https://github.com/coelckers/gzdoom	pending		/
2a8ebc6c2703febc56a96befe65984b00e9d2098	2017-06-02T07:10:38Z	Fixed broken Interleaved 3D output when GL Sampler objects are used	pending		/
daad76547d990be11dae200434055c1608054645	2017-06-02T16:24:03Z	- Added 'canonical transparency' cvar r_canontrans - this simply turns off transparency for Doom objects that were marked as transparent sometime in ZDoom's development cycle	pending		/
eeaf6214f7655bf6a832c1a5888c295167b62f40	2017-06-02T16:24:03Z	- fixed: forgot to assign +ZDOOMTRANS to rockets	pending		/
00bfee8b1e1f2c4de26f8da5889dd9e244885f4a	2017-06-02T16:24:03Z	- Changed MF7_SPRITEFLIP, MF8_ZDOOMTRANS to RenderFlags - Added RF_ZDOOMADD - renamed r_canontrans to r_vanillatrans - this developer's insanity level has increased by 231%.	pending		/
91e3b1926459f62a02fdbdb90c9f198cdd015fda	2017-06-02T16:24:03Z	- Added +ZDOOMADD to all Heretic, Hexen, and Strife actors that needed it (that I know of...) - this developer's insanity level increased another 21%	pending		/
b240ad081487873a1d4f7892e2db2bd42af5d6aa	2017-06-02T16:24:03Z	- removed ZDOOMADD and updated actors in question with ZDOOMTRANS	pending		/
ede15da98c6100ebd0cdcf7cb0912295883cc299	2017-06-02T16:24:03Z	- fixed: missed the golden wand puff for the +ZDOOMTRANS flag	pending		/
579febb6f85307db838eb77ddd81482fc2dffe60	2017-06-02T16:36:29Z	- added menu option for r_vanillatrans	pending		/
9abf866241411c3320eaae938842d53c5e5d4018	2017-06-02T16:37:54Z	- added menu option for r_vanillatrans	pending		/
9871117f56a4b6afb2eef0601f696598d5c660df	2017-06-02T16:41:03Z	- fixed: missed the teleport fog	pending		/
9b3d11ae19fe45e5edd5a20f839fdb56a75f0e3d	2017-06-02T16:41:25Z	- fixed: missed the teleport fog	pending		/
6605bd70df6fc2e49f970344b0e9ec3a35f9d965	2017-06-02T18:23:30Z	Merge https://github.com/coelckers/gzdoom	pending		/
28821e5eca718e3e1c9f632adbf93b335f897965	2017-06-02T20:57:37Z	- condense all of unloved/2.pk3's compatibility entries together since they are all the same	pending		/
cdc0bf1cd501e88733fd7f7dd4f644a0a0e4c1d2	2017-06-02T20:58:22Z	- condense all of unloved/2.pk3's compatibility entries together since they are all the same	pending		/
f593e2aa3c9252dff1c1f71916e457c36388ad42	2017-06-03T14:58:09Z	- Fix stat output to use the console scale	pending		/
2c7a0c87c860bd66fd9b892369fef45728829949	2017-06-03T16:02:27Z	add FloatBobStrength Actor property, a multiplier on Z offset created by FloatBob behavior. default of 1.0 is current behavior, set higher/lower for more/less extreme bobbing.	pending		/
d38dae5de8ba7a98cc50e73d6c9d9bea5a04a86a	2017-06-03T16:14:24Z	- Add gpu stat that displays how much time the GPU spent on named GL groups	pending		/
7edb75d2992a950736a370666a6da8e91902bf16	2017-06-03T16:28:12Z	- The mandatory include compile error fix for unix	pending		/
797cb94b4fd015a6ca361bcefad7a5be825ab46a	2017-06-03T17:24:54Z	- Add stat shadowmap to get performance for the upload part of the shadow maps	pending		/
1df7dc81e6aa857cd0275abfcbd05913f5d9afa6	2017-06-03T17:44:22Z	- fixed: The statusbar's MustDrawLog method was called with an incorrect number of parameters.	pending		/
265df4b79702fa655aac4abc28578f98d30fcdc3	2017-06-03T19:19:34Z	- Change shadowmap resolution from 1024 to 128	pending		/
7acb492852a91b6861c66906158cf91a240fde43	2017-06-03T22:44:49Z	- Add gl_shadowmap_quality cvar that controls the resolution of the 1D shadow map texture	pending		/
9af370f51ec04f9c780dc79e5339b7ee5b43eade	2017-06-04T00:00:53Z	- Added auto-detection scheme for r_vanillatrans It now works the following way: (0) - Force off (ZDoom defaults) (1) - Force on (Doom defaults) (2) - Auto off (Prefer ZDoom defaults - if DEHACKED is detected with no ZSCRIPT it will turn on) (default) (3) - Auto on (Prefer Doom defaults - if DECORATE is detected with no ZSCRIPT it will turn off)	pending		/
deb62ee15663764d7d09bdb234de38ea2c658902	2017-06-04T00:06:28Z	Merge commit 'refs/pull/340/head' of https://github.com/coelckers/gzdoom	pending		/
c3808bbc2d142d2350db231f34c8127995d15ff9	2017-06-04T00:17:44Z	- Add licenses to r_vanillatrans files	pending		/
64b22f6cb378f2b5fcfe368c2b27fa7dd45dbf77	2017-06-04T02:34:13Z	Merge https://github.com/coelckers/gzdoom	pending		/
e5eb173165ff85e993298be88bef77f17ab2498e	2017-06-04T09:33:37Z	- fixed minor menudef mistake	pending		/
01f88cfb16eb151e72fa6ab40da57c3585831971	2017-06-04T10:30:35Z	- Added 'canonical transparency' cvar r_canontrans - this simply turns off transparency for Doom objects that were marked as transparent sometime in ZDoom's development cycle	pending		/
c252b5d753e5d3fa5ab8012987007cf6ee826e46	2017-06-04T10:30:35Z	- fixed: forgot to assign +ZDOOMTRANS to rockets	pending		/
89b372cb0151fbcdca76bad604ef29c78c8d700f	2017-06-04T10:30:35Z	- Changed MF7_SPRITEFLIP, MF8_ZDOOMTRANS to RenderFlags - Added RF_ZDOOMADD - renamed r_canontrans to r_vanillatrans - this developer's insanity level has increased by 231%.	pending		/
a937f709aab0d9c16e4d0b47606022c4bfe0c963	2017-06-04T10:30:35Z	- Added +ZDOOMADD to all Heretic, Hexen, and Strife actors that needed it (that I know of...) - this developer's insanity level increased another 21%	pending		/
2997f31f9f6616a6ee32763306a61c5e17a9f02e	2017-06-04T10:30:35Z	- removed ZDOOMADD and updated actors in question with ZDOOMTRANS	pending		/
10a9d087f1cc36794f97688962f0b68111dfc6e1	2017-06-04T10:30:35Z	- fixed: missed the golden wand puff for the +ZDOOMTRANS flag	pending		/
e1bb44a9ed16c2ea335db52c07ee07cb86c324f1	2017-06-04T10:30:35Z	- added menu option for r_vanillatrans	pending		/
11741846c6e9f333f44bb388019762f6a622c3bc	2017-06-04T10:30:35Z	- fixed: missed the teleport fog	pending		/
68b6f922f7a825c742510e8366b86c83e1a94684	2017-06-04T10:30:35Z	- Added auto-detection scheme for r_vanillatrans It now works the following way: (0) - Force off (ZDoom defaults) (1) - Force on (Doom defaults) (2) - Auto off (Prefer ZDoom defaults - if DEHACKED is detected with no ZSCRIPT it will turn on) (default) (3) - Auto on (Prefer Doom defaults - if DECORATE is detected with no ZSCRIPT it will turn off)	pending		/
4686ba78a0b9142fd4ebdac2bb54bc92dfea17b1	2017-06-04T10:30:35Z	- Add licenses to r_vanillatrans files	pending		/
5eaf085d5826a0e6174cab1ee360c56d2cc695b1	2017-06-04T10:30:35Z	- fixed minor menudef mistake	pending		/
c18134dbd3d032073ae973e1b2d4a4a89ec50971	2017-06-04T10:30:35Z	- r_vanillatrans: Cache the cache! Transform the function into a global variable and recheck at the start of D_Display	pending		/
1cb3514b051ed2ff04d72d3ac60822f8a0e742d0	2017-06-04T10:39:39Z	- use 0 as the default for r_vanillatrans.	pending		/
c340a6f794a95e785bc667201dafa347612f8e6b	2017-06-04T11:24:35Z	Merge branch 'master' of https://github.com/coelckers/gzdoom	pending		/
291b36f7b52bdd3152fea44b628042c4150dc5b8	2017-06-04T12:01:02Z	- Fix startup errors	pending		/
a797db74dad1551db39c10a2d2b3c8100dd7e73b	2017-06-04T13:21:10Z	Silenced scripting warning from main .pk3	pending		/
564e24be280d5f108dff0ec402b6a6ad6e2c3207	2017-06-04T16:00:15Z	- Added truecolor support to truecolor stencil drawers	pending		/
211783c110f38e5bf463f50713a0cb1fea697317	2017-06-04T16:03:43Z	- added the UDMF sector scroll fields from Eternity.	pending		/
62374cf3bc745c404e2e32d4c05882fe4ceb5899	2017-06-04T16:26:04Z	- fixed: add light diminishing support to rgb666 palette stencil drawers	pending		/
5185ebbc28f9124ad872e1b42aedd8c63799ef5b	2017-06-04T16:46:39Z	- fixed: Add light diminishing to true-color stencil drawers - fixed: Non-SSE AddClampShadedBgra (stencil) drawer did not handle overflows	pending		/
91680a1e8d4b235c542918a753cef8d3a8f96e27	2017-06-04T16:56:03Z	- fixed incorrect number of returns in SetRandomSeed.	pending		/
757957bfac1577971ce32ba9d20cdea52c07990e	2017-06-04T18:46:03Z	- prevent SetShaded action function from messing up the RGB-to-PAL conversion with a possible overflow - add RGB-to-PAL support for UDMF fillcolor property	pending		/
5d40b2c36ce91feba1427bacafa5fe3efe132c7c	2017-06-05T01:04:33Z	Merge https://github.com/coelckers/gzdoom	pending		/
17fc58f71248d019cc07882c2916774cff87222c	2017-06-05T01:41:21Z	Added PSPF_MIRROR to software renderer.	pending		/
1ed415014e6391fec609c818bf31997852e51109	2017-06-05T06:43:12Z	- fixed: 'self' may never be null for native VM functions so it must always abort if null gets passed.	pending		/
c7b895c8ffc4254239301fa07cde8193761de105	2017-06-05T06:48:09Z	Fixed applying of clip rect to screen dimming	pending		/
3b818171d5f1796c0c1ff2acc0f06a233900324e	2017-06-05T10:20:59Z	- do not let P_AdjustFloorCeil use the return from P_CheckPosition if floorz is greater than ceilingz.	pending		/
c698f10257afd185429af5300d2e4b4e6c104e17	2017-06-05T12:45:24Z	Fix setting of the gl_legacy_mode cvar.	pending		/
b86aed5b01bc942d3a0e83673d0f1e7467200a45	2017-06-05T14:39:18Z	Added polysoft render support for PSPF_MIRROR.	pending		/
921ce9247e60916b5723364d7194197f79b631ed	2017-06-05T14:40:15Z	Merge https://github.com/coelckers/gzdoom	pending		/
a210aaea3e633d31c7c76de6b8815cb01f8dd002	2017-06-06T07:12:58Z	- fixed: All melee functions calling TraceBleed after DamageMobj must first copy the target member to a local variable.	pending		/
33a58a3adab2a29fcf7346bd1dcedc3fc96f5e40	2017-06-06T14:19:14Z	- fixed: corrected language entries for Classic Transparency - the 'auto' options were reversed.	pending		/
077cd09d8d0ae18142984512a4a7ba6dce49f290	2017-06-06T20:40:21Z	Merge https://github.com/coelckers/gzdoom	pending		/
446d1eb9c8533563c1ebd3be0b13422fd622b9e6	2017-06-07T07:26:06Z	- we no longer support Windows 9x or NT 4 so its special code may just be removed entirely.	pending		/
78061f1cf70f294244fafd1cc8b25ac5ea8ac1f7	2017-06-07T07:55:02Z	- fixed: D3DFB::DoClear did not call Super::DoClear when vid_hw2d was false.	pending		/
55df3a91ec63e929810e2e195ef468a88f1d88b9	2017-06-07T20:42:59Z	- fixed: P_CheckMissileSpawn's setup for P_TryMove must be done in a way that allows detecting portal transitions.	pending		/
8b19ae98eabf43e693042cdc6fe5483a6aca2950	2017-06-07T20:42:59Z	- consolidated the two averageColor instances.	pending		/
717e9dd0d82f6b19ff7d2a659043f2848630a8f8	2017-06-07T20:46:21Z	Merge https://github.com/coelckers/gzdoom	pending		/
15df231a95b72e17ada92d1bed77a480bc01b4d9	2017-06-08T06:54:30Z	- Fixed: Vel3DFromAngle's internal function call had the pitch and angle parameters backwards:	pending		/
8c053c0141872c2dfbef1807b47e3e89562abdbd	2017-06-08T07:00:26Z	- let P_CheckMissileSpawn also clear MF2_PCROSS before checking the move.	pending		/
68e17eb0c642019475358c35e76d7e3b5228f359	2017-06-08T14:23:35Z	Create alienspectres.txt	pending		/
6b3093d7add2d1bff87e09ed5d53ebca4ce0207c	2017-06-08T15:13:36Z	Another sound with wrong attenuation	pending		/
63d9148604291506ad173f360b9dbd3a23c447d9	2017-06-09T09:57:10Z	Merge https://github.com/coelckers/gzdoom	pending		/
f8ba5c7b1fe907fc69d334ee15d227349962f461	2017-06-09T10:22:31Z	- fixed: Updating your sigil (Strife) should not override the number of 'deselect' pieces you have when swapping to another weapon.	pending		/
7a29128f6b6319687b256f91d6429db7ce37c9b3	2017-06-09T11:08:26Z	Fixed menu class replacement	pending		/
99d89f07302e6334fd5dc58f6c4f363eb081ac6d	2017-06-09T12:08:01Z	Fixed position of Targeter's markers during wearing out	pending		/
a48203ef1d336c4ce2e22968dfa7f92aef062eaa	2017-06-10T05:00:38Z	Merge https://github.com/coelckers/gzdoom	pending		/
c1e39ca06abeca7fc622e5560baeae836f92ab6b	2017-06-10T06:39:37Z	fix erroneous 8th secret sector in nerve.wad aka No Rest For The Living map04 (called level04 in the wad)	pending		/
a0cc78d6aa321f70644be709e14eebaca87db33c	2017-06-10T08:16:42Z	- Fix softpoly wall clipping bug	pending		/
3b8570003acfd01e21bfc944d553f5752835b0c5	2017-06-10T09:16:58Z	- Improved softpoly sprite clipping	pending		/
8a300b99e9fec79a02831fcf387715330ac67f9b	2017-06-10T12:50:44Z	Fixed interpolation points chaining	pending		/
e0ece283aa9cb22e75c50adedaebb3bc4e147ff7	2017-06-10T13:05:57Z	Added support for Rise Of The Wool Ball as IWAD	pending		/
c6b68df51d2812a104785fed656f2a5992c80b3f	2017-06-10T14:35:48Z	- moved Rise of the Wall ball down in the detection list as far as it would safely go - since that was a directive when WadSmoosh was added.	pending		/
54056252193ea0c9af3047666cff8532dd70f2d5	2017-06-10T14:57:45Z	- added Blade of Agony (Chapter 2) as an IWAD	pending		/
8482653bbc800f4271b8c791a69bbd9c7243f19b	2017-06-11T06:52:04Z	Menu protection features	pending		/
ee3d73478a44e95a9ce335087368a11a40cb84ae	2017-06-11T07:57:10Z	- added blanket protection to all submenus of OptionsMenu, except the player menu.	pending		/
f1ad42c4e5685136e44b6ab7478c1923997b05da	2017-06-11T20:30:40Z	- instead of discarding protected menu replacements, try to merge them with the original version.	pending		/
842e8b68b4f56eb78f427b28356f6732e157acbc	2017-06-11T22:00:55Z	- blacklist old FMod related sound CVARs because they tend to be in the UnknownCVARs section but aren't useful any longer.	pending		/
a148212215a360c218795f06350d3131dd335a2e	2017-06-12T04:22:59Z	Merge commit 'f1ad42c'	pending		/
2ff492d005ede2966671bb927143e0feefd4d4bb	2017-06-12T04:38:50Z	- fix compile on Windows	pending		/
96df3aed013136298db71e7a3687189e970e44a8	2017-06-12T04:56:25Z	Merge https://github.com/coelckers/gzdoom	pending		/
29ca258cb999a31f44e4877ca98c4b0880e8ad96	2017-06-12T10:16:06Z	Fixes for two Master Levels: progression blocker in catwalk.wad, unattainable secret in nessus.wad.	pending		/
c239ca3262b9bbac605c9cb735c1a4c7927cf5a5	2017-06-13T04:50:50Z	Merge https://github.com/coelckers/gzdoom	pending		/
5874d01a7389192a0c29baf1fad425eac1e559ec	2017-06-14T12:24:11Z	All compatibility options are now applied for IWAD maps	pending		/
c22017f98139c3476cffa7376c153839bbc15dca	2017-06-14T13:10:01Z	Made two Hexen maps compatibility options data driven	pending		/
478d72b37b757c577e8a3b5473e51165650ccb81	2017-06-14T19:13:40Z	Fixed resetting of activation failed flag on pickup	pending		/
eda55b25ee647c7fd9e4d9c0771c97366b1b5955	2017-06-16T08:58:24Z	Fixed code generation for vector parameters with default values	pending		/
c70dac2d7f4dce20f0556d97b59637ecefc4c6b4	2017-06-16T17:27:03Z	Merge https://github.com/coelckers/gzdoom	pending		/
4ec6326daab90eee65c5c3ee1bcfa364520b7399	2017-06-17T07:09:55Z	- Final Doom fixes: two progression blockers and a few bugs in maps that prevented getting 100% kills and/or items.	pending		/
4149cdb343b4bd98fa169c084f269aaeaa59bb42	2017-06-18T00:18:22Z	Merge https://github.com/coelckers/gzdoom	pending		/
4fe9b65782e453c55faf277165239aee4a0b5433	2017-06-18T06:23:52Z	Removed sudo requirements from Travis configuration	pending		/
9ac7aaf7d58f9e1b9f2247893aee34846e57a70c	2017-06-18T06:24:19Z	Fixed possibility to stuck in MAP14 of Hellbound	pending		/
a1694a79c63bb26fd5bf00936d360b61c2600299	2017-06-18T07:14:33Z	- removed the FGLBitmap class and replaced all uses with the regular FBitmap.	pending		/
cf1d94c9bb52d9c58c1cd338f5bbb74830997b4c	2017-06-18T07:23:56Z	- fixed blood translation's alpha so that CreateTexBuffer can assume that all palette entries in translations are correct.	pending		/
3b024c347b929332128e1488c8dddb613c5a0a27	2017-06-18T08:15:31Z	- use a dedicated flag word for the dynamic light flags instead of piggybacking on some flags4 bits.	pending		/
9b446e41fc244191d68e9bde1e809eb954ac30d3	2017-06-18T13:57:05Z	Fixed applying of flags on fullscreen inventory bar	pending		/
8beafbb7daea82c05a378ea344eadd803ca59baf	2017-06-18T17:45:15Z	- Fix voxel speed regression in the palette software renderer	pending		/
490d7e3a35a9ffb23aebec8a8472d59c6e030df5	2017-06-18T22:55:32Z	- Remove clearfog goto	pending		/
d454fafc9e249532bd4ddb7fe2f03dab916760b6	2017-06-19T07:22:23Z	Merge https://github.com/coelckers/gzdoom	pending		/
f65c651ffd5ed1764fb288a5ff47f61fd6ed863d	2017-06-19T08:16:09Z	- applied Maulotaur obituary text from https://forum.zdoom.org/viewtopic.php?f=2&t=56959	pending		/
8af76b96d8a98f0d09b5169d69570821248322b3	2017-06-19T18:36:28Z	- Fix clearfog crash	pending		/
7e292fbfece37edc25d8898672a3cc6c09d6359d	2017-06-19T21:05:53Z	- Partially fixed the 3d floors + fogboundary issue. There's still an issue when a sprite appears in front of a fog boundary, but because this is already a huge visual improvement I am going to go ahead and push this.	pending		/
e290274fb769a6059656842c8cf8d8398436a0c5	2017-06-19T21:19:44Z	- fixed: Now fully fixed the 3d floor + fog boundary issue. - Revert "- Partially fixed the 3d floors + fogboundary issue. There's still an issue when a sprite appears in front of a fog boundary, but because this is already a huge visual improvement I am going to go ahead and push this."	pending		/
cc9fa8a6f5d8d1ca82ee1cc7aa29e7c6ce23f590	2017-06-20T03:46:07Z	- fixed: Prevent /0 errors when calculating console scale, which could happen in certain rare situations.	pending		/
f909b82074c73e03dcf8055237b03c4a975f3d88	2017-06-20T07:10:19Z	- fixed: Blood translations did not properly treat color 0 as transparent.	pending		/
ff257fcfd71f82dc85cc8c24db7f5f82eeea2033	2017-06-20T13:39:12Z	Merge https://github.com/coelckers/gzdoom	pending		/
fa36677bdbd61986133a8d255243701e2063146b	2017-06-21T01:08:11Z	- Removed power-of-two limitation from span drawers, except for slopes	pending		/
e60d627e88d001cc963a6cb22448f5caeba8b517	2017-06-21T07:04:06Z	Merge https://github.com/coelckers/gzdoom	pending		/
bdc99d976880ed550a58402d55d94a827732306d	2017-06-21T08:03:37Z	- fixed: fillsimplepoly drawer was using an inverted scale, leading to incorrect automap texture display.	pending		/
a6b7ce00c2a92f8c4bd5a050cc4134eaeb27b245	2017-06-21T09:39:59Z	- made DropItem fully read-only by changing the two places which messed around with DropItem.Amount to use a local variable instead.	pending		/
28acf2ad0616f3b300a246cb89d3879b357f002e	2017-06-21T22:01:57Z	- Fix OpenGL software diminishing light to be identical to truecolor swrenderer and softpoly	pending		/
f49794d6c6379f6b40b381500557c8e10268d8f2	2017-06-21T23:00:51Z	- fixed: Due to recent changes, textures now use 'bgra' format in OpenGL. The palette tonemap shader had not yet been updated to reflect this.	pending		/
42293896801364cfb4eb1e316a868f23aabb92c1	2017-06-21T23:10:39Z	- fixed: banded sw light was broken in a recent commit. Added back the 32 light levels and also made it prefer darker shades.	pending		/
9001009fcf4ccfd6ef4e745f821a004353005e01	2017-06-22T05:42:33Z	Merge https://github.com/coelckers/gzdoom	pending		/
279b1e27dcb89e8439ebd17c1a0b4940ef29c250	2017-06-22T07:36:08Z	Made usage of assertions in VM code consistent	pending		/
9cb9121549e7f2b1b425dfd17dd5bca7318be37a	2017-06-24T15:31:01Z	Merge https://github.com/coelckers/gzdoom	pending		/
f34ededdef02c4588a2e457633ca68b4f5a827f9	2017-06-24T22:35:15Z	- Improved fuzz rendering in software renderer by scaling it relative to 320x200	pending		/
7592e6d5deb5a6b3fc46e5b77bd2cbbe2ead5a54	2017-06-25T04:18:19Z	Merge https://github.com/coelckers/gzdoom	pending		/
b6e035e79641892730fd12e13cc178e984c72b52	2017-06-25T13:02:34Z	- Implemented radial fog support in software light mode	pending		/
1562d645802f3c6e14e8e78c01418744cd617681	2017-06-25T13:37:14Z	- fixed: in the availability of gl_fogmode == 0, default to having square fog instead of radial fog in gl_lightmode == 8	pending		/
cf400ba2db3467a59b9a401c8ab1df2181fd2ff2	2017-06-26T03:44:33Z	Merge https://github.com/coelckers/gzdoom	pending		/
e9f03102f4e219388cc90cb4654499c273825ed2	2017-06-27T15:55:11Z	Update fixed color map for each eye, so light goggles would work in both eyes in stereo 3d modes.	pending		/
9c3361dfe2b1c31a74a3100889fff6ec277db97f	2017-06-27T19:15:26Z	- Fix stat fps to write something slightly more useful	pending		/
c15880a2fccec66dda88aa4a0490a6cfea252502	2017-06-27T21:38:26Z	Merge https://github.com/coelckers/gzdoom	pending		/
c74356a1c008553e2dc1d5660902fdaf3d1d7a1c	2017-06-28T15:57:04Z	- made OpenGL 3.3 a requirement for running the modern render path. Also force '-glversion 3' to use the modern render path, even though actual OpenGL 3.0 won't support it.	pending		/
0cd575363ff51b4850477655ec13597eea9fae7d	2017-06-28T17:55:11Z	- Add r_sprite_distance_cull that per default culls all things further than 5000 units away	pending		/
17aceac912040c558f7c72d5aab4161951a917a9	2017-06-29T07:50:22Z	Merge https://github.com/coelckers/gzdoom	pending		/
44546ce16a0e2d59a4141571f0f936295bc0d950	2017-07-01T01:29:28Z	- Remove r_sprite_distance_cull	pending		/
42fedd0f4c00bd30075d9a992a5790c6b99834b7	2017-07-01T01:31:06Z	- Improve sprite performance when there are many draw segments	pending		/
925274ca0c142e2f4b84db49d278107c89cd14ae	2017-07-01T09:29:25Z	Added name of upcoming macOS to OS detection	pending		/
71b70d74a9c2550f44c8ebdd405452bf7e3d71f8	2017-07-01T09:37:31Z	Fixed error handling in vector by scalar multiplication	pending		/
5a761dd3c3ec891e5d06b5e2401134a0b24f3480	2017-07-01T14:19:41Z	- fixed alpha of palette index 0 for ice and alpha translations.	pending		/
c3cc3637db471509b6eb6b8da3bc89890c5b2a02	2017-07-01T17:12:25Z	Merge https://github.com/coelckers/gzdoom	pending		/
e19c8eba62b10b76cbf5d038109f6ff1044a9ac2	2017-07-01T21:55:41Z	- Switch sprite drawing to use the interesting draw segments list - Stop adding 3D floor "fake" draw segments to the interesting segments list - Rename InterestingSegments list to TranslucentSegments	pending		/
efb1a8d11335c9675226d829ef6ddc03638b8a49	2017-07-02T12:46:19Z	- Don't add 3D floor dummy draw segments to the list	pending		/
adcc7588ec6c3802b6e564ecfbf53b05e46a7912	2017-07-02T13:35:29Z	- Make it more clear what bFakeBoundary did	pending		/
4545539045d869f9dc7f5cf8331e0a45ff3a2c23	2017-07-02T15:22:59Z	- Add polyobj support to r_scene_multithreaded	pending		/
6d8281c81298a63e705bd563cba1a65312de4921	2017-07-02T16:22:28Z	- Fix voxel clipping for r_scene_multithreaded	pending		/
205350e7261379d9f82814906656824f4794d752	2017-07-02T18:09:46Z	- Fix sprites behind midtextures unrender when near voxel	pending		/
aa2a39da19c9f8452418a2e082b0362c7e5f7ad1	2017-07-02T20:35:40Z	Revert "- Remove r_sprite_distance_cull"	pending		/
6a402c28d8f0bbd002cc0dbd2658ebfc7a6091f9	2017-07-02T20:36:46Z	Merge https://github.com/coelckers/gzdoom	pending		/
63da6e70c0d4f2bbd05186cd14e781c6def9d208	2017-07-02T20:45:06Z	- added a vid_saturation control - works in postprocessing, only.	pending		/
bd02893ce727c12494a07a4ef5c62fe46b8d5448	2017-07-02T20:45:06Z	- expanded hard limits for saturation to -15.0/15.0 - added menu option for saturation - tried to get the new saturation shader to consume less GPU power by turning it off when it is 1.0	pending		/
a2c9cb81568f43fcce6fad9d444d901cd40548bc	2017-07-02T20:45:06Z	- increased menu readability	pending		/
0d8b7c55ef1d1a4f6688f770461840c104f7dabb	2017-07-02T20:45:06Z	- added a grayscale formula selector	pending		/
b4915d624d8daaeaf8bf03c008a5b3f0c9fb6e37	2017-07-02T20:59:15Z	- removed 'cooling' component of the shader since it technically wasn't really functional (guess we have to use a separate shader to do that) - changed the math to use the 'mix' formula	pending		/
72517244be12bf4b3d0ec054dec325af0e360bea	2017-07-02T21:08:01Z	- set bluramount to 0 by default	pending		/
ee6d7cf17e41a153cf2969dd7ff39ac98dedab3b	2017-07-02T23:26:02Z	- Add initial postprocess shader support to GLDEFS file	pending		/
befe081683ca0f3a7718a634acfe46a459f5467d	2017-07-02T23:29:03Z	- Upload custom texture	pending		/
1b5f3da9c59e0b59aefb6c8b5c0e2cc74d005b2c	2017-07-02T23:50:51Z	- Fix lump lookup	pending		/
edb45cd70d6aafe98aa1e4788b0a2389bf381ab8	2017-07-02T23:56:57Z	Merge remote-tracking branch 'origin/custom_postprocess'	pending		/
5c87cdd786791b2ed091a8a6b5a12cb8471b34e0	2017-07-03T01:04:22Z	- Add new "scene" target for custom postprocess shaders - Add "gl_custompost" cvar to turn off custom postprocess shaders completely - Made "scene" affect the screen before 2D drawing, made "screen" affect the entire screen after 2D drawing	pending		/
60cb457c4c4bc02f50071c2909f4603bf2c6bef4	2017-07-03T07:58:40Z	- fixed incorrect MinMissileChance of SpiderMastermind.	pending		/
e161bba14678350de09d763658ec784f759919a8	2017-07-03T20:30:49Z	- Specify shader uniforms from ZScript	pending		/
2bfd7859e41baa3a45d06779e76de087fe836a3d	2017-07-03T21:17:17Z	Merge remote-tracking branch 'origin/custom_postprocess'	pending		/
a63a7b9b2900f0181510d3764e2eb3a57278ad3c	2017-07-03T21:17:47Z	Merge remote-tracking branch 'gzdoom/master'	pending		/
1cfaae78d9888b4826f06d803ef8277eee56773b	2017-07-06T02:45:51Z	- Add new "scene" target for custom postprocess shaders - Add "gl_custompost" cvar to turn off custom postprocess shaders completely - Made "scene" affect the screen before 2D drawing, made "screen" affect the entire screen after 2D drawing	pending		/
8a0e801cb5a8e540763dad74a193dc2f429060ce	2017-07-06T03:36:01Z	- Move custom postprocess shader to its own file	pending		/
69a3d10cb6670dc6f4ec504eed14a03abf74bb47	2017-07-06T03:41:16Z	Merge branch 'custom_postprocess' into qzdoom	pending		/
a4b96f767397d01616092b1cfeb24d888d55da84	2017-07-06T16:02:27Z	- Fix linker error	pending		/
9292b23bb4b5e8de66cc10efb71f4475412a0b39	2017-07-08T09:46:38Z	Restore mouse position when entering GUI capture mode in Cocoa backend	pending		/
58b348e75a0e56ee1307476e19a2bc94ba2dd5f1	2017-07-08T10:36:55Z	Skip autogenerated mouse move events in Cocoa backend regardless of mode	pending		/
